Course, Grade
HUNU-560,91.8
SOCI-560,85.0
SOCI-562,79.75
HUNU-549,87.18
THTR-530,89.25
HUNU-550,88.69
BUSI-121,62.24
ADHE-535,86.94
ADHE-536,86.79
SOCI-550,84.33
BAPA-560,82.61
ARCL-228,73.6
SOIL-200,70.04
SOIL-204,70.01
ADHE-542,83.79
LING-538,86.71
ADHE-543,85.54
ADHE-540,88.67
ADHE-541,87.03
BAPA-510,73.46
ARCL-231,72.38
ADHE-544,83.96
ARCL-232,75.05
HUNU-503,85.03
HUNU-500,87.72
COMM-498,76.03
COMM-499,83.33
COMM-497,77.28
ARCL-235,75.86
FNH-302,75.96
BAPA-504,80.57
FNH-303,79.42
BAPA-503,82.0
LING-549,88.6
FNH-309,77.08
BAPA-501,80.12
BAPA-500,80.54
LING-546,85.75
COMM-490,79.94
COMM-491,76.25
COMM-494,72.27
FNH-300,76.83
COMM-495,77.09
FNH-301,72.55
COMM-492,77.47
COMM-493,75.22
HUNU-517,87.91
HUNU-515,85.9
RHSC-699,-1.0
LING-560,96.8
FNH-313,80.78
ADHE-565,88.14
FISH-520,87.6
BAPA-530,83.82
HUNU-525,90.9
FISH-507,89.19
HUNU-507,83.56
FISH-506,92.36
FISH-505,85.41
HUNU-505,86.29
FISH-504,87.54
FISH-503,82.83
FISH-502,87.38
FISH-501,87.76
HUNU-509,82.62
FISH-500,89.06
NURS-130,79.0
NURS-131,83.26
FISH-509,88.1
FISH-508,89.42
FNH-326,77.83
FNH-325,76.64
SOCI-598,86.2
SOCI-599,88.5
HUNU-510,89.33
SOCI-596,89.25
HUNU-513,79.89
SOCI-590,85.0
LARC-220,73.33
LING-501,82.82
MECH-220,81.02
MECH-221,73.67
MECH-222,71.47
MEDI-430,75.76
LARC-221,74.4
MECH-223,73.23
MECH-224,72.09
ADHE-590,-1.0
MECH-225,72.05
MECH-226,82.5
SOCI-508,86.49
MECH-227,84.89
SOCI-509,83.37
PSYC-524,89.0
SOCI-502,85.66
STAT-522,90.83
ADHE-583,85.67
PSYC-523,87.03
SOCI-503,84.38
ADHE-580,88.35
FNH-335,81.02
PSYC-522,84.4
SOCI-504,85.57
PSYC-521,90.14
SOCI-505,84.17
PSYC-520,88.86
SOCI-500,84.64
STAT-520,95.4
MECH-230,85.56
SOCI-501,85.5
STAT-521,90.27
FNH-330,75.13
CHBE-230,70.74
PSYC-529,88.93
EDUC-512,87.94
GREK-402,90.67
PSYC-528,91.2
PSYC-527,86.78
EDUC-510,86.98
PSYC-526,88.2
GREK-401,76.8
PSYC-525,88.47
RADI-465,84.63
IEST-591,82.67
LING-512,85.82
LING-511,87.83
LING-510,84.58
MEDI-425,76.61
LING-509,84.09
PSYC-513,85.8
LING-508,86.03
PSYC-512,89.79
EDUC-503,87.88
LING-507,84.51
EDUC-504,88.93
PSYC-510,86.45
LING-505,89.0
LING-502,84.95
FNH-340,82.29
FNH-341,85.56
ADHE-599,86.64
CHBE-220,74.66
CHBE-221,74.72
PSYC-517,91.72
FNH-345,91.38
PSYC-516,84.09
FNH-342,82.39
EDUC-500,88.67
PSYC-514,86.98
LING-522,86.43
LING-520,84.49
POLI-110,75.31
SANS-202,84.2
STAT-538,87.64
SANS-201,84.4
SANS-200,81.49
GREK-420,77.5
NURS-105,75.28
PSYC-546,90.61
STAT-544,82.25
PSYC-545,85.17
STAT-545,86.07
CTLN-101,75.0
LING-518,86.21
PSYC-544,86.42
STAT-546,81.0
PSYC-543,91.07
STAT-547,99.1
POLI-100,73.27
PSYC-542,89.48
STAT-540,89.62
MECH-250,85.88
POLI-101,71.83
PSYC-541,90.86
STAT-541,87.97
LING-514,86.7
MECH-251,73.15
PSYC-540,94.57
STAT-542,82.0
LING-513,77.44
STAT-543,84.2
FNH-351,75.8
CHBE-251,71.36
FNH-350,76.51
CHBE-254,69.24
FNH-355,78.73
PSYC-549,89.99
PSYC-547,89.02
FNH-370,79.07
LARC-251,78.26
MECH-231,80.97
MECH-232,77.04
LING-532,87.17
MECH-233,75.36
LARC-254,86.24
LING-531,86.53
CLST-204,72.09
LING-530,88.0
STAT-526,83.1
STAT-527,87.0
PSYC-535,88.7
STAT-533,89.27
PSYC-534,89.71
STAT-534,85.27
PSYC-533,90.43
STAT-535,77.75
PSYC-532,88.18
STAT-536,86.0
LING-527,85.0
PSYC-531,87.26
PSYC-530,88.87
STAT-530,85.29
LING-525,84.91
LING-524,86.68
ENVE-401,87.55
CHBE-241,69.41
CHBE-242,63.35
CHBE-243,83.32
CHBE-244,71.27
PSYC-538,92.12
GREK-411,76.83
PSYC-537,91.04
GREK-412,78.83
PSYC-536,87.68
RADI-430,79.59
FNH-380,-1.0
FNH-381,-1.0
MECH-265,68.29
ZOOL-649,-1.0
THTR-549,88.7
THTR-547,87.61
DHYG-206,78.23
DHYG-208,79.5
MECH-270,66.8
SOCI-549,86.18
MECH-271,72.27
OBST-430,81.71
IEST-531,81.39
FNH-371,79.99
SOCI-540,84.42
STAT-560,86.69
STAT-561,86.38
FNH-375,82.17
THTR-550,77.29
STAT-548,88.24
STAT-549,89.92
OBST-425,99.07
MECH-260,69.44
STAT-551,80.1
MECH-261,74.4
IEST-541,82.42
CHBE-262,76.73
CHBE-263,82.11
CHBE-264,81.05
STAT-550,87.56
BAPA-580,84.44
THTR-562,87.89
THTR-561,86.0
FISH-599,-1.0
THTR-560,89.0
PSYC-502,91.25
PSYC-501,94.0
STAT-589,85.67
PSYC-500,88.81
PHYL-498,-1.0
SOCI-520,84.91
OBST-450,82.24
PSYC-508,-1.0
IEST-551,84.93
PSYC-507,87.45
PSYC-504,93.62
FNH-398,78.05
PSYC-503,92.6
SOCI-513,84.63
SOCI-514,85.33
MECH-280,69.19
SOCI-515,86.91
SOCI-510,84.32
SOCI-512,85.79
IEST-561,82.77
LLED-420,88.15
LLED-421,84.03
LLED-423,86.83
COMM-623,85.0
ASIA-150,72.2
COMM-621,84.57
COMM-622,82.5
COMM-627,80.5
COMM-628,-1.0
LLED-429,87.83
COMM-625,85.57
COMM-626,85.27
CNPS-331,98.17
LLED-426,85.66
ANTH-353,77.58
ANTH-351,73.46
ANTH-350,75.86
KIN-516,88.32
KIN-515,83.7
KIN-517,84.62
LLED-433,-1.0
LLED-434,-1.0
COMM-612,89.37
COMM-611,-1.0
COMM-616,89.14
LLED-439,84.7
PSYC-593,85.73
PSYC-592,90.63
PSYC-591,88.56
PSYC-590,87.59
LLED-435,85.81
COMM-618,88.89
LLED-438,83.81
ANTH-341,78.0
PSYC-594,88.34
SPE-503,93.85
PHYL-649,-1.0
KIN-501,91.9
KIN-500,94.6
SPE-504,95.0
SPE-505,83.6
COMM-644,85.24
COMM-649,-1.0
MGMT-100,77.66
LATN-300,82.86
LATN-302,89.24
LATN-301,76.49
URST-352,75.88
ANTH-378,75.29
LATN-305,84.36
COMM-634,83.66
COMM-635,84.22
COMM-633,85.19
COMM-636,-1.0
ANTH-360,78.52
PSYC-560,90.54
RUSS-409,85.67
MEDI-475,74.48
PCTH-201,80.59
GSAT-699,-1.0
PSYC-568,87.17
PSYC-567,87.83
RUSS-400,85.47
ANTH-311,79.5
ANTH-317,73.64
ANTH-316,74.27
ANTH-319,72.67
ANTH-318,74.05
ANTH-312,74.29
ANTH-315,75.55
PSYC-569,87.73
ANTH-309,83.3
CLST-105,73.34
CNPS-365,80.44
CNPS-364,83.83
CNPS-363,84.95
CLST-102,76.4
CNPS-362,86.4
CLST-101,71.03
RUSS-412,81.69
CLST-100,73.15
PSYC-556,90.94
RUSS-411,77.0
ANTH-300,74.1
RUSS-410,80.83
PSYC-553,88.43
PSYC-552,87.0
PSYC-551,83.75
PSYC-550,89.5
ANTH-306,82.33
ANTH-305,73.1
ANTH-308,74.42
ANTH-307,74.69
ANTH-302,75.49
UKRN-125,83.57
ANTH-301,78.15
ANTH-304,72.77
PSYC-559,-1.0
ANTH-303,82.27
COMM-601,86.92
PSYC-582,92.0
MECH-201,76.93
MECH-202,75.87
MECH-203,-1.0
GERN-202,82.12
GERN-201,85.32
ANTH-331,75.52
KIN-530,87.29
ANTH-330,76.88
CLST-111,75.83
PSYC-589,89.75
CLST-110,72.37
PSYC-588,90.65
ANTH-332,74.85
PSYC-587,88.39
PSYC-586,87.48
PSYC-585,90.27
PSYC-584,91.35
PSYC-583,90.6
PSYC-571,88.57
PSYC-570,90.93
PSYC-579,87.25
PSYC-578,87.73
ANTH-322,73.94
ANTH-321,72.86
LATN-351,81.54
MEDI-450,76.6
PSYC-575,87.46
LATN-350,80.96
PSYC-574,89.22
ANTH-329,81.42
ANTH-324,73.7
ANTH-323,75.57
ANTH-326,74.35
ANTH-325,76.5
ARCL-305,78.61
ARCL-306,89.51
BAUL-590,82.21
SOWK-451,89.8
SOWK-450,85.69
SOWK-453,87.37
ARCL-309,77.2
SOWK-452,90.22
KIN-596,85.06
KIN-595,86.71
KIN-598,87.85
KIN-597,86.36
KIN-591,83.2
KIN-599,-1.0
COMM-696,86.6
ARCL-318,73.95
COMM-695,84.13
SOWK-440,81.69
ARCL-319,75.19
SOWK-442,84.12
SOWK-441,83.11
KIN-585,86.69
KIN-586,89.03
KIN-581,84.43
KIN-580,88.22
COMM-693,85.83
COMM-691,85.01
ARCL-326,76.05
LLED-487,71.63
LLED-489,87.68
ARCL-322,79.46
LLED-482,87.45
ARCL-323,75.21
ARCL-324,80.32
ARCL-325,77.76
IWME-504,87.13
IWME-505,86.25
IWME-502,82.65
IWME-503,86.29
IWME-506,87.05
KIN-573,91.29
KIN-575,81.05
KIN-570,89.25
IWME-501,84.88
KIN-572,83.6
KIN-571,86.33
LLED-491,87.33
ASIA-100,69.81
ASIA-101,69.89
BAUL-580,78.48
LLED-493,87.38
KIN-562,88.33
KIN-565,95.07
KIN-564,87.49
KIN-567,84.74
ASIA-105,66.44
KIN-568,88.32
COMM-663,85.69
ASIA-110,67.98
COMM-661,86.89
SOWK-415,-1.0
COMM-662,85.64
SOWK-416,85.09
LLED-462,86.31
LLED-469,87.01
CSIS-500,91.35
HUNU-581,94.6
COMM-660,86.1
ASIA-115,71.28
COMM-651,84.57
LLED-478,86.37
COMM-657,81.79
SOWK-405,83.99
COMM-654,82.94
COMM-655,80.0
MGMT-110,75.71
COMM-659,85.21
LLED-479,82.6
SOWK-400,84.5
BUSI-300,64.67
HUNU-576,82.7
HUNU-575,84.14
DSCI-100,80.37
LLED-480,86.14
HUNU-573,90.12
LLED-481,90.83
HUNU-577,83.6
LLED-442,88.64
LLED-443,87.23
LLED-444,87.76
LLED-445,86.54
LLED-440,85.31
LLED-441,85.82
BUSI-335,76.42
CNPS-312,84.71
LLED-446,86.34
SOWK-430,86.05
LLED-449,87.3
BUSI-331,64.91
BUSI-330,64.45
COMM-682,88.52
COMM-674,84.4
LLED-453,87.43
COMM-675,-1.0
LLED-454,86.46
COMM-672,83.23
COMM-673,82.48
LLED-456,87.9
SOWK-425,84.84
LLED-450,86.47
COMM-676,83.79
LLED-452,84.96
LLED-457,81.82
SOWK-420,84.1
BUSI-329,75.82
LLED-459,87.49
COMM-671,83.69
BAUL-510,82.41
BAUL-504,82.6
BAUL-503,78.09
BAUL-508,80.47
SOCI-465,75.62
BAUL-509,84.42
SOCI-466,72.88
BAUL-507,80.07
SOCI-461,78.84
SOCI-464,77.45
SOCI-460,74.73
HUNU-649,-1.0
LARC-199,79.68
BUSI-221,69.14
SOWK-512,83.31
SOWK-511,74.78
SOWK-514,89.55
SOWK-513,85.01
SOWK-516,86.4
SOWK-510,85.97
SOCI-449,89.2
SOCI-444,76.27
SOCI-440,75.81
SOCI-441,78.25
SOCI-442,77.96
SOWK-501,79.29
SOWK-503,83.71
SOWK-502,81.45
SOWK-505,89.68
SOWK-504,86.17
SOWK-506,-1.0
BAUL-500,84.32
BAUL-501,82.31
FNH-403,83.71
FNH-404,84.6
FNH-401,73.71
FNH-402,79.02
THTR-649,-1.0
SOCI-433,88.76
FNH-405,81.99
STAT-498,-1.0
SOCI-435,80.01
ADHE-412,77.9
SOCI-430,76.75
ARCL-345,76.32
SOIL-321,73.54
LING-421,78.82
LING-420,76.71
FNH-414,93.47
FNH-415,83.64
FNH-413,83.82
LING-415,80.37
SOIL-313,69.81
LING-435,86.75
LING-434,80.54
LING-433,75.39
LING-432,84.65
SOIL-314,75.25
LING-431,83.67
FNH-425,83.55
LING-427,79.22
LING-425,82.64
SOCI-495,80.0
SOCI-490,80.39
SOIL-300,74.3
LING-445,78.83
SOIL-304,74.79
LING-440,78.65
SOIL-308,73.13
BUSI-295,75.58
BUSI-294,71.8
BUSI-293,69.58
LING-437,77.5
FNH-439,84.18
LING-436,83.75
SOCI-484,79.66
BUSI-291,74.21
SOCI-480,83.31
FNH-430,79.97
SOCI-481,81.92
LING-452,79.13
LING-451,80.69
SOCI-476,74.45
LING-449,88.8
LING-448,85.68
LING-447,78.0
SOCI-479,76.63
HUNU-631,-1.0
FNH-440,84.72
SOCI-473,75.24
SOCI-475,78.95
SOCI-470,75.41
STAT-404,73.42
MEDI-560,88.95
FNH-450,77.97
FNH-451,79.57
GREK-525,84.08
FNH-454,66.47
PSYC-649,-1.0
FNH-455,82.13
FNH-452,80.22
GREK-521,86.6
FNH-453,78.72
MEDI-549,87.76
MEDI-548,90.22
MEDI-540,88.75
FNH-460,87.25
FRST-150,77.97
FNH-480,-1.0
ENVE-301,88.24
LING-401,77.41
MEDI-530,87.51
LING-400,77.8
MEDI-535,86.31
FNH-472,85.69
FNH-473,82.03
FNH-470,82.92
FNH-471,79.92
GREK-545,84.43
FNH-477,79.76
FNH-474,80.78
FNH-475,85.16
FNH-490,83.16
MEDI-520,90.66
LING-410,81.31
STAT-406,79.36
LING-405,75.58
FNH-481,-1.0
FNH-482,-1.0
GREK-535,84.05
SANS-100,83.05
SANS-102,78.52
SANS-101,78.82
SOCI-425,77.41
STAT-445,71.87
STAT-447,73.02
STAT-441,74.2
STAT-442,71.19
SOCI-423,80.91
STAT-443,73.56
SOCI-420,76.53
FNH-499,85.16
FNH-497,98.31
MEDI-504,89.55
MEDI-503,95.32
MEDI-502,89.13
SOCI-418,72.23
MEDI-501,85.78
SOCI-414,78.64
SOCI-415,74.68
SOCI-416,79.83
SOCI-410,78.15
SOCI-411,76.5
SOCI-413,80.0
SOCI-400,74.38
FRST-110,84.26
FRST-111,64.63
STAT-460,80.33
STAT-461,79.92
FRST-100,76.68
FRST-101,82.22
STAT-450,80.79
BRDG-690,-1.0
FIPR-230,79.0
STS-501,85.73
FIPR-235,78.93
FIPR-234,79.62
FIPR-233,82.97
STS-502,85.27
FREN-280,78.78
JAPN-160,74.16
FOPE-500,75.79
FOPE-503,92.2
SPAN-470,80.75
OBST-581,88.1
JAPN-150,73.95
JAPN-151,71.48
CHBE-419,82.34
PSYC-263,67.87
PSYC-260,72.79
PCTH-301,87.6
PCTH-302,85.59
PCTH-300,85.82
PCTH-305,76.24
PCTH-303,84.0
CHBE-401,80.47
CHBE-402,83.64
GRS-397,86.99
GRS-390,-1.0
SPAN-495,79.09
MDVL-210,73.03
SPAN-490,74.6
SURG-430,77.24
BIOC-521,87.54
PSYC-205,69.74
PCTH-325,83.8
PSYC-203,69.3
PSYC-202,70.12
PSYC-201,68.38
MDVL-200,72.61
PSYC-208,69.54
PSYC-207,70.04
SURG-425,83.94
BIOC-530,87.17
BIOC-535,86.67
CHBE-456,75.14
CHBE-457,80.43
CHBE-459,77.99
BIOC-509,87.46
BIOC-501,82.94
BIOC-503,73.57
CHBE-452,84.19
CHBE-453,84.82
CHBE-454,84.26
CHBE-455,72.11
JAPN-180,80.46
BIOC-510,82.08
BIOC-511,84.7
BIOC-514,86.17
PSYC-216,72.27
FIPR-269,73.95
CHBE-442,74.05
PSYC-218,69.42
CHBE-444,78.58
PSYC-217,69.72
ASIA-430,75.26
SURG-475,74.86
ASIA-431,77.86
SPAN-409,84.27
SPAN-406,76.66
SPAN-405,77.71
SPAN-404,81.34
GERN-304,82.7
SPAN-403,76.93
GERN-303,79.33
SPAN-402,79.19
GERN-302,82.28
SPAN-401,79.27
FREN-215,77.33
GERN-301,85.48
SPAN-400,76.69
ASIA-438,76.86
ASIA-433,81.13
ASIA-435,74.39
ASIA-440,70.29
ASIA-441,69.16
ASIA-442,81.38
FREN-201,79.44
FREN-202,78.91
CHEM-460,78.56
CHEM-461,79.95
ASIA-447,79.39
ASIA-448,82.0
ASIA-443,77.05
ASIA-444,76.28
ASIA-445,70.88
ASIA-450,88.86
BIOC-549,86.17
ASIA-451,75.94
ASIA-452,81.03
ASIA-453,75.33
SURG-450,76.32
SPAN-427,76.75
AGEC-295,64.71
SPAN-420,74.0
CHEM-434,76.7
CHEM-435,80.65
BIOC-551,91.86
ASIA-454,73.92
KIN-699,-1.0
ASIA-455,72.64
ASIA-456,74.26
ASIA-457,79.51
FIPR-299,89.47
ASIA-461,72.1
ASIA-463,79.93
ASIA-464,76.8
ASIA-460,77.03
BIOC-552,90.0
BIOC-553,89.67
BIOC-554,87.92
BIOC-555,92.12
FNEL-483,76.75
BIOC-556,86.86
BIOC-557,88.56
FNEL-489,80.58
BIOC-558,85.52
BRDG-601,-1.0
PCTH-398,-1.0
SPAN-411,74.32
BIOC-559,87.85
BRDG-600,-1.0
PCTH-399,-1.0
SPAN-410,75.19
FNEL-480,67.33
BIOC-560,92.3
CHEM-445,85.31
FNEL-481,83.03
CPSC-152,68.62
CHEM-448,88.25
CHEM-449,84.46
STS-597,88.68
ASIA-465,79.35
ASIA-466,70.69
ASIA-468,76.07
URST-400,79.82
ASIA-475,83.37
ASIA-470,74.77
AMNE-216,77.11
AMNE-215,72.76
MICB-201,70.09
MICB-203,78.26
CONS-210,80.22
SPAN-444,74.7
MICB-202,74.42
CHEM-410,75.53
CHEM-411,76.15
CHEM-412,75.81
CHEM-413,74.47
CHEM-414,74.58
CHEM-415,81.0
CHEM-416,80.32
CHEM-417,69.51
CHEM-418,79.4
ASIA-476,84.17
ASIA-477,80.6
ASIA-484,74.0
ASIA-485,77.62
LAST-205,76.07
RHSC-402,83.31
SPAN-437,77.67
PSYC-270,76.92
SPAN-435,71.8
CONS-200,73.25
AMNE-200,78.26
SPAN-430,77.5
CHEM-420,79.29
PSYC-278,79.39
PSYC-277,78.32
CHEM-425,76.07
CHEM-427,77.81
ASIA-488,78.8
RHSC-408,86.99
ASIA-495,83.29
ASIA-490,87.33
ASIA-491,80.19
AGEC-258,73.65
SPAN-468,77.31
SPAN-467,80.95
SPAN-464,76.5
ASIA-498,80.03
FNEL-448,87.43
FREN-220,75.52
AGEC-260,72.89
FREN-221,75.81
CPSC-189,76.16
FREN-222,73.23
FREN-223,71.93
SPAN-458,76.45
FREN-224,78.59
SPAN-457,78.2
FREN-225,80.0
SPAN-450,81.18
CHEM-401,84.17
CHEM-402,82.96
CHEM-403,75.25
CHEM-404,80.59
CHEM-405,82.1
CHEM-406,75.2
CHEM-407,81.73
CHEM-408,77.63
ELEC-699,-1.0
RES-504,87.41
RES-505,85.5
RES-507,87.97
RES-500,86.88
RES-502,87.55
VISA-110,73.82
RES-508,88.0
RES-509,93.95
PLAN-603,86.63
PLAN-602,86.9
EOSC-110,72.51
EOSC-111,85.21
EOSC-112,75.17
CPSC-203,90.24
STAT-357,64.78
EOSC-100,70.74
RES-520,88.9
CHEM-398,-1.0
CHEM-399,-1.0
LAST-201,77.08
EOSC-117,88.59
EOSC-118,76.49
RHSC-420,85.83
RES-510,89.03
EOSC-114,72.67
EOSC-115,68.96
EOSC-116,74.51
RES-518,81.75
AGEC-340,74.3
AMNE-101,69.17
EOSC-120,71.95
EOSC-121,71.67
RHSC-429,86.14
SOIL-443,81.5
AMNE-170,78.02
SOIL-442,68.88
PLAN-649,-1.0
EOSC-150,69.08
SOIL-433,75.89
AMNE-160,83.21
NURS-350,83.36
NURS-352,87.14
NURS-351,87.83
SOIL-435,83.13
NURS-354,89.21
NURS-353,91.6
AANB-649,-1.0
ASIA-407,83.48
STAT-398,-1.0
STAT-399,-1.0
CPSC-252,75.12
ASIA-405,66.57
ASIA-402,76.76
CPSC-218,72.9
CPSC-219,71.3
DANI-110,80.65
AMNE-151,74.11
SPAN-505,86.13
CPSC-210,75.52
SPAN-504,87.5
CPSC-211,72.07
SPAN-502,74.33
CPSC-213,74.23
SPAN-501,89.97
SANS-400,81.71
SPAN-500,-1.0
CPSC-216,72.94
CHEM-352,70.77
MICB-153,71.75
CHEM-355,73.98
EOSC-170,65.59
ASIA-418,74.66
ASIA-419,84.4
ASIA-410,72.23
ASIA-411,73.6
ASIA-412,74.75
ASIA-413,73.65
DANI-100,83.64
AGEC-302,75.06
CPSC-220,70.19
SOIL-416,75.01
CPSC-221,77.91
SOIL-417,76.64
EDST-690,-1.0
GEOG-699,-1.0
VISA-101,77.14
EDST-699,-1.0
AGEC-306,73.29
ASIA-427,77.41
ASIA-428,76.53
CHBE-478,81.06
CHBE-479,78.39
SOIL-400,66.75
SOIL-403,77.07
NURS-321,84.74
NURS-320,79.97
MIDW-107,89.76
MIDW-108,87.39
MIDW-105,85.45
MIDW-106,91.26
CHBE-470,79.86
CHBE-471,80.08
CHBE-472,74.59
CHBE-473,86.6
CHBE-474,78.56
MIDW-103,87.17
CHBE-475,87.64
MIDW-104,90.54
CHBE-476,88.23
MIDW-101,94.51
CHBE-477,75.77
MIDW-102,91.36
NURS-310,82.02
NURS-312,81.32
NURS-311,78.96
PHYS-571,85.62
PHYS-572,90.06
PHYS-573,83.0
PHYS-570,85.6
MIDW-110,86.52
CHBE-464,84.09
MIDW-115,90.87
CHBE-465,81.9
FMPR-420,82.39
NURS-341,85.61
NURS-340,85.22
NURS-343,89.44
NURS-342,86.09
OBST-649,-1.0
NURS-345,85.29
RELG-100,74.88
NURS-344,88.65
RELG-101,74.61
PSYC-304,70.44
STAT-302,71.05
NURS-346,85.19
PSYC-303,76.21
PSYC-302,71.78
PSYC-301,73.72
STAT-305,74.13
PSYC-300,71.4
CHBE-490,71.0
STAT-300,78.56
CHBE-491,84.3
STAT-301,83.34
CHBE-492,86.65
FMPR-428,-1.0
CHBE-493,83.0
CHBE-494,87.22
FMPR-426,-1.0
CHBE-495,87.99
PSYC-309,70.65
CHBE-496,87.57
PSYC-308,71.53
CHBE-497,87.4
PSYC-307,71.93
CHBE-498,80.47
PSYC-306,70.38
PSYC-305,68.11
CHBE-489,77.14
NURS-330,81.11
NURS-331,77.64
NURS-334,81.33
NURS-333,81.55
NURS-336,82.62
NURS-335,78.86
NURS-338,87.33
NURS-337,79.05
NURS-339,85.62
CHBE-480,82.43
CHBE-481,77.35
CHBE-482,84.53
CHBE-483,80.32
CHBE-484,78.77
CHBE-485,80.98
CHBE-486,85.0
CHBE-487,81.15
PHYS-599,88.0
CHBE-488,82.55
PHYS-539,85.0
GREK-200,77.96
GREK-201,80.95
PHYS-540,82.31
PHYS-541,83.98
STAT-321,67.6
EDST-601,-1.0
EDST-602,-1.0
PHYS-549,86.52
EDST-603,88.5
PHYS-542,84.91
EDST-604,92.44
PHYS-543,85.6
GREK-202,82.68
FMPR-401,87.16
PHYS-545,88.1
GRS-497,88.0
PHYS-528,88.52
PHYS-529,91.17
GRS-490,-1.0
STAT-306,74.92
STAT-307,77.41
STAT-308,79.33
PHYS-530,85.91
PHYS-535,86.98
PHYS-536,85.84
PHYS-537,95.78
PHYS-531,80.05
PHYS-533,86.17
PHYS-534,83.15
ARBC-201,79.85
VISA-182,72.33
ARBC-202,80.89
VISA-180,72.68
NURS-301,87.56
NURS-300,87.23
NURS-303,83.63
PHYS-560,83.91
NURS-302,82.77
NURS-305,81.41
NURS-304,83.74
NURS-306,84.58
NURS-309,77.24
STAT-344,72.33
MIDW-120,90.31
MIDW-125,84.81
PHYS-565,86.54
JAPN-100,73.24
JAPN-101,73.52
JAPN-102,75.23
JAPN-103,74.49
JAPN-104,74.63
STAT-335,70.0
HINU-100,83.9
HINU-101,83.0
HINU-102,84.63
VISA-183,73.99
PHYS-555,87.9
ASIA-395,80.11
ASIA-396,71.98
ASIA-397,79.0
ASIA-398,79.32
ASIA-392,82.74
ASIA-393,82.94
ASIA-394,82.43
PSYC-361,69.73
PSYC-360,71.62
ASIA-390,82.36
PCTH-400,85.51
PCTH-404,86.11
PCTH-402,88.87
PSYC-368,73.25
PSYC-367,72.76
PSYC-366,75.94
PSYC-365,76.27
OBST-475,76.78
PSYC-364,73.03
PSYC-363,69.86
ASIA-399,80.52
JAPN-280,74.61
PSYC-350,74.12
GRS-290,-1.0
LFS-110,82.23
PSYC-359,83.63
PSYC-358,71.8
PSYC-355,71.6
CHEM-501,86.19
SPAN-590,87.33
CHEM-502,85.12
CHEM-503,85.0
CHEM-506,80.21
CHEM-507,88.38
CHEM-508,83.4
FIPR-339,84.45
FIPR-338,86.07
LFS-101,80.6
LFS-100,83.75
PCTH-425,83.15
PSYC-388,91.3
FIPR-335,81.57
FIPR-337,82.03
FIPR-330,81.94
FIPR-333,87.36
FREN-380,75.5
JAPN-260,71.91
PCTH-430,88.07
PSYC-371,79.1
PSYC-370,80.04
BIOC-649,-1.0
PCTH-448,89.2
PCTH-449,89.81
PSYC-325,72.42
PSYC-322,72.14
PSYC-321,70.84
PSYC-320,77.3
FIPR-399,88.8
LFS-150,78.35
FNEL-389,77.38
PCTH-453,77.5
PSYC-315,70.31
PSYC-314,71.67
PSYC-313,73.58
PSYC-312,75.97
FNEL-381,84.15
PSYC-311,72.11
FNEL-382,86.12
MDVL-310,83.25
PSYC-310,69.96
FNEL-380,82.48
PSYC-319,73.44
PSYC-318,70.67
PSYC-317,71.14
PSYC-340,91.69
LLED-601,90.02
LLED-602,89.84
LATN-102,78.02
PSYC-348,89.48
LATN-101,79.91
MDVL-302,76.03
MDVL-301,80.47
LATN-100,70.61
CHBE-330,75.07
PSYC-349,87.55
PSYC-337,73.91
PSYC-336,71.67
PSYC-335,75.36
PSYC-334,73.64
PSYC-333,70.82
PSYC-331,69.86
ASIA-310,82.15
SPAN-528,80.5
FREN-330,77.08
SPAN-527,85.9
FREN-331,74.2
FREN-333,75.25
FREN-334,69.32
FREN-335,76.79
CHEM-570,86.83
FREN-336,78.87
SPAN-520,84.1
CHEM-573,84.29
FREN-328,81.21
FREN-329,76.75
ASIA-319,78.37
ASIA-315,73.95
ASIA-316,72.46
ASIA-317,72.06
ASIA-318,73.62
ASIA-311,75.63
ASIA-312,70.43
ASIA-313,84.22
ASIA-314,73.75
CONS-127,86.29
ASIA-320,75.11
ASIA-321,71.8
FREN-320,73.8
FREN-321,77.3
PCTH-499,-1.0
SOWK-200,78.41
PCTH-498,-1.0
SOWK-201,79.23
EDST-591,86.44
EDST-592,86.87
EDST-593,86.48
EDST-595,89.34
CHEM-588,87.9
EDST-596,87.46
EDST-597,88.17
EDST-598,90.63
ASIA-326,76.26
EDST-599,87.25
ASIA-327,77.62
ASIA-328,77.67
ASIA-329,78.63
ASIA-322,71.85
ASIA-323,78.09
ASIA-324,76.62
ASIA-325,75.92
ASIA-330,79.56
BIOL-141,66.83
ASIA-332,73.28
BIOL-140,75.33
SPAN-549,-1.0
SPAN-548,79.5
FREN-311,81.39
GERN-401,85.5
CPSC-259,75.41
SPAN-543,81.0
CPSC-260,72.0
CPSC-261,71.34
ASIA-337,71.38
ASIA-338,74.18
ASIA-339,80.32
BMEG-102,84.86
BMEG-101,82.24
ASIA-333,80.37
ASIA-334,78.33
ASIA-335,78.48
ASIA-336,81.92
ASIA-340,72.05
ASIA-341,72.49
BIOL-153,75.07
ASIA-342,71.49
ASIA-343,79.86
AANB-550,92.73
AANB-551,87.83
FREN-300,76.03
FREN-301,78.67
SLAV-307,80.99
FREN-302,80.53
BIOL-155,70.57
CHEM-560,79.61
CHEM-561,83.25
SPAN-530,82.87
CHEM-562,83.35
